customer_age,customer_tenure_months,vehicle_age_years,idv,claim_amount,repair_estimate,police_report_filed,accident_type,damage_type,previous_claims_count,engine_guard_addon,tyre_rim_addon,vehicle_fire,theft,fraud_label
65,104,6,940733,523139,533816,False,Rear-end collision,Rear bumper,1,False,False,False,False,False
52,15,1,557410,16956,38547,True,Side collision,Engine,0,True,True,False,False,False
42,62,8,714833,568187,590748,True,Fire,Engine,6,False,False,True,False,False
41,57,12,1084929,412810,422387,False,Rear-end collision,Rear bumper,3,True,False,False,False,False
44,34,1,965425,83403,85581,False,Fire,Total loss,3,True,False,True,False,False
58,119,6,1113259,230291,238659,True,Fire,Total loss,4,True,False,True,False,False
49,74,10,609508,59783,79650,True,Rear-end collision,Rear bumper,4,True,True,False,False,False
44,32,5,999083,675193,691399,True,Rear-end collision,Total loss,1,True,True,False,False,False
61,39,7,305806,116161,119330,True,Rear-end collision,Engine,3,False,False,False,False,False
43,82,9,1190098,736934,754189,False,Hit and run,Engine,0,False,False,False,False,False
37,15,8,1014546,521881,545243,True,Side collision,Engine,6,False,True,False,False,False
38,51,5,751344,88799,115292,False,Hit and run,Engine,2,True,True,False,False,False
68,25,10,516552,47052,74107,True,Side collision,Front bumper,5,False,False,False,False,False
32,63,0,1186364,55200,77784,True,Rear-end collision,Engine,1,True,True,False,False,False
30,20,4,1135674,676928,697059,True,Fire,Front bumper,2,True,True,True,False,False
36,6,0,310111,136472,163899,True,Fire,Rear bumper,0,False,False,True,False,False
57,81,10,518626,190976,214259,True,Fire,Windshield,6,False,True,True,False,False
66,36,0,701618,290244,293402,True,Fire,Engine,5,True,True,True,False,False
69,44,11,364996,239467,262360,True,Rear-end collision,Windshield,2,False,False,False,False,False
69,70,6,543272,306570,323297,True,Side collision,Side panel,2,False,False,False,False,True
35,38,11,540003,190163,216141,True,Fire,Engine,3,False,False,True,False,False
32,54,7,1071649,155567,162138,True,Hit and run,Engine,0,True,True,False,False,False
59,6,11,946789,610008,620767,True,Hit and run,Windshield,2,True,True,False,False,False
36,78,10,799128,41550,44274,True,Fire,Total loss,0,False,True,True,False,False
39,31,6,1068959,583987,586677,True,Fire,Rear bumper,4,False,True,True,False,False
30,56,11,361908,129284,146930,True,Theft,Rear bumper,4,True,True,False,True,True
27,64,4,1063117,789153,808503,False,Fire,Front bumper,3,True,True,True,False,True
57,82,1,513677,382906,400761,True,Theft,Rear bumper,5,False,False,False,True,False
28,91,4,524922,340474,359621,True,Rollover,Windshield,5,False,True,False,False,False
52,96,10,695724,263074,278401,True,Side collision,Rear bumper,0,False,False,False,False,False
59,58,10,847135,675092,693721,True,Hit and run,Rear bumper,3,False,True,False,False,False
30,76,0,581986,150653,179711,True,Side collision,Side panel,0,True,True,False,False,True
56,19,9,1080653,81568,96134,True,Fire,Windshield,0,False,False,True,False,False
70,64,5,565426,369361,393996,True,Side collision,Total loss,6,True,False,False,False,False
52,89,2,427984,146595,151052,True,Theft,Side panel,6,True,True,False,True,False
23,73,7,399869,296911,324632,True,Fire,Total loss,5,False,True,True,False,False
63,120,12,1103299,689043,706659,False,Rollover,Engine,5,True,False,False,False,True
24,114,2,928499,304494,308903,True,Side collision,Engine,4,False,False,False,False,True
26,35,0,572552,408508,424893,True,Side collision,Rear bumper,5,True,True,False,False,False
67,33,9,470180,51826,59866,True,Rollover,Front bumper,0,False,True,False,False,False
59,118,8,638485,498394,524729,True,Rollover,Windshield,0,True,False,False,False,False
31,119,12,899468,295513,298897,True,Side collision,Engine,3,True,True,False,False,False
36,33,6,996631,565648,586688,True,Hit and run,Engine,0,True,True,False,False,True
58,115,9,748460,65164,67981,True,Hit and run,Engine,5,True,False,False,False,False
48,39,12,926954,271618,274440,True,Hit and run,Front bumper,5,False,False,False,False,False
54,101,3,418379,233672,248782,True,Side collision,Total loss,0,True,False,False,False,False
28,11,11,1093064,503190,509554,True,Theft,Engine,3,True,True,False,True,False
61,16,7,434522,22307,33666,False,Theft,Windshield,4,False,False,False,True,False
26,22,2,399684,27236,49053,True,Hit and run,Front bumper,0,True,False,False,False,False
40,117,11,452559,286951,289914,True,Rollover,Front bumper,1,True,True,False,False,False
29,23,4,941025,136257,164770,True,Fire,Total loss,4,False,False,True,False,False
64,71,6,785106,397002,401450,True,Side collision,Total loss,4,True,False,False,False,True
57,25,6,993239,717864,745440,True,Rear-end collision,Windshield,5,True,False,False,False,False
45,114,0,1070852,846233,862497,True,Rear-end collision,Side panel,5,False,True,False,False,True
49,75,12,819191,187687,206979,True,Fire,Windshield,1,False,True,True,False,False
44,52,5,625774,268118,280895,True,Fire,Engine,3,True,False,True,False,False
42,96,4,786546,300528,323676,True,Side collision,Engine,5,False,True,False,False,False
59,82,6,545967,175776,182998,True,Hit and run,Total loss,2,False,True,False,False,False
62,53,12,961110,544122,554226,True,Theft,Side panel,4,True,False,False,True,False
42,44,5,1066790,582602,611290,True,Fire,Side panel,3,False,False,True,False,False
49,60,10,1104806,403570,422440,True,Rollover,Windshield,1,True,False,False,False,False
55,24,1,1087346,123703,147694,True,Rollover,Side panel,4,True,True,False,False,False
61,45,0,860035,606640,636480,True,Rollover,Engine,1,False,True,False,False,False
47,24,9,1056848,329314,342145,False,Rear-end collision,Total loss,6,False,False,False,False,True
69,16,10,403309,173585,202898,True,Fire,Windshield,0,False,True,True,False,False
37,18,1,1117251,614920,620535,True,Hit and run,Engine,1,True,True,False,False,False
44,27,3,947876,212148,231267,False,Rollover,Rear bumper,1,True,False,False,False,False
24,82,9,460379,328957,343097,True,Side collision,Windshield,6,False,True,False,False,True
31,118,2,380111,158236,179489,False,Rear-end collision,Windshield,2,True,False,False,False,False
51,16,2,782985,522925,527075,False,Hit and run,Windshield,1,False,False,False,False,False
23,111,12,323968,87741,108854,True,Rollover,Engine,3,False,True,False,False,False
51,77,1,581776,211739,238607,True,Rear-end collision,Front bumper,4,True,False,False,False,False
68,16,9,414456,261728,281937,True,Theft,Total loss,1,True,True,False,True,False
53,18,4,976779,670330,692830,True,Side collision,Rear bumper,2,True,True,False,False,False
43,77,12,1062473,685661,714897,True,Side collision,Front bumper,6,True,True,False,False,False
56,54,6,1024559,37605,55112,True,Hit and run,Engine,5,False,True,False,False,False
34,9,1,307256,205658,218026,True,Rear-end collision,Front bumper,3,True,False,False,False,False
49,50,4,681377,182676,211131,True,Rear-end collision,Engine,1,True,False,False,False,False
30,95,11,818355,531621,556993,False,Rear-end collision,Rear bumper,5,False,True,False,False,True
21,116,7,472612,306332,328767,True,Fire,Windshield,3,True,False,True,False,False
48,119,11,565858,261497,283686,True,Rear-end collision,Engine,5,True,False,False,False,False
48,26,0,1139863,197027,218381,False,Fire,Front bumper,3,False,True,True,False,False
40,113,11,838956,327261,343288,True,Fire,Windshield,0,True,False,True,False,False
21,111,6,1161307,657514,660004,True,Rollover,Front bumper,4,False,True,False,False,True
62,61,3,960428,255067,257719,False,Hit and run,Side panel,3,True,True,False,False,False
52,3,6,1092790,237918,249876,True,Hit and run,Total loss,0,False,False,False,False,False
29,62,2,318624,183732,187834,False,Rear-end collision,Engine,4,True,False,False,False,True
59,106,7,941321,194532,217048,True,Rear-end collision,Front bumper,1,True,True,False,False,False
21,82,8,1074693,853708,859185,True,Side collision,Windshield,4,False,False,False,False,False
66,1,8,559230,24880,35679,True,Fire,Side panel,1,True,False,True,False,False
36,22,8,1173651,341405,359290,True,Side collision,Windshield,5,False,False,False,False,False
63,16,1,899940,598898,618801,True,Hit and run,Front bumper,5,True,False,False,False,False
50,73,1,909759,498745,507313,True,Rear-end collision,Engine,3,True,True,False,False,False
23,1,3,593457,283065,312974,True,Hit and run,Side panel,5,True,True,False,False,False
21,21,5,682403,130223,151984,True,Fire,Front bumper,5,False,False,True,False,False
59,13,2,1032023,499418,510044,True,Side collision,Total loss,4,True,False,False,False,False
24,69,5,1144969,609259,629659,False,Rear-end collision,Side panel,2,False,True,False,False,False
43,23,0,928915,433447,439135,True,Fire,Front bumper,2,True,False,True,False,False
66,29,0,452825,291950,295925,False,Fire,Total loss,2,True,True,True,False,False
36,95,2,342895,145624,163926,True,Side collision,Engine,4,True,False,False,False,True
31,62,0,1003125,802237,806294,True,Fire,Engine,0,False,False,True,False,False
49,61,9,310292,122622,143928,False,Rear-end collision,Front bumper,1,False,False,False,False,False
24,94,0,365514,215159,225445,True,Fire,Windshield,0,True,True,True,False,False
57,28,6,585620,51093,78443,True,Side collision,Side panel,6,False,True,False,False,True
43,85,10,831076,351044,357717,False,Fire,Side panel,3,False,False,True,False,False
56,15,12,1056335,304615,320284,True,Hit and run,Total loss,6,True,True,False,False,False
58,102,5,1154102,144421,147949,False,Hit and run,Front bumper,2,False,True,False,False,False
67,3,0,1080051,407876,426501,True,Hit and run,Rear bumper,6,True,False,False,False,True
39,44,12,1102937,683308,702294,False,Theft,Windshield,0,False,True,False,True,True
69,40,4,303839,229965,235373,True,Theft,Side panel,2,True,False,False,True,False
43,97,0,489586,345288,357087,True,Theft,Rear bumper,0,True,True,False,True,False
64,102,10,585978,160228,169772,True,Rollover,Side panel,5,False,False,False,False,False
67,58,0,800350,171137,184124,True,Rear-end collision,Windshield,6,True,False,False,False,False
32,3,10,899374,654560,663989,True,Hit and run,Windshield,6,True,False,False,False,True
51,3,9,578538,71168,78043,True,Hit and run,Total loss,2,True,True,False,False,False
40,80,5,415165,307805,331229,True,Fire,Rear bumper,1,True,False,True,False,False
56,7,5,659367,448720,455101,True,Rear-end collision,Windshield,6,True,False,False,False,False
32,71,11,956082,60936,82820,False,Rear-end collision,Total loss,5,False,False,False,False,True
67,85,5,738627,93698,106365,False,Rear-end collision,Front bumper,2,True,True,False,False,False
70,28,2,795784,27697,36810,True,Hit and run,Rear bumper,6,True,True,False,False,False
61,23,3,856526,384981,411471,False,Fire,Front bumper,0,False,True,True,False,False
41,80,4,870053,164224,188104,True,Hit and run,Front bumper,3,False,False,False,False,False
30,37,12,642322,333249,354033,False,Rear-end collision,Windshield,5,True,True,False,False,False
68,18,10,1134654,763551,777481,True,Theft,Rear bumper,0,False,True,False,True,False
32,83,3,1068894,54339,68104,True,Rear-end collision,Front bumper,3,True,True,False,False,False
22,73,11,625061,136584,158294,True,Rear-end collision,Front bumper,0,False,False,False,False,False
44,74,6,766861,35357,62010,True,Side collision,Rear bumper,5,False,False,False,False,False
39,40,11,882023,414603,436389,True,Rollover,Front bumper,6,True,True,False,False,False
30,106,6,402015,285349,295162,True,Rollover,Total loss,4,False,False,False,False,True
70,72,6,920164,79073,102740,True,Rear-end collision,Engine,1,True,False,False,False,False
70,63,10,908267,138297,147270,False,Fire,Total loss,6,False,False,True,False,True
29,92,8,311942,26558,49493,True,Rollover,Total loss,0,True,False,False,False,False
44,64,4,813371,566407,569054,True,Rollover,Front bumper,1,True,True,False,False,True
48,110,7,325956,16822,20256,True,Side collision,Engine,4,True,False,False,False,False
43,99,4,916245,309642,338647,True,Side collision,Rear bumper,5,True,True,False,False,False
26,87,0,401610,318294,338836,True,Side collision,Engine,4,False,False,False,False,True
68,98,7,683596,162567,192167,True,Hit and run,Side panel,3,False,True,False,False,False
25,37,7,730273,140887,166300,False,Side collision,Total loss,2,True,False,False,False,False
50,28,0,844587,239842,249438,True,Hit and run,Total loss,4,True,False,False,False,False
23,42,5,841531,190085,201965,True,Rear-end collision,Total loss,0,True,False,False,False,False
34,118,11,1143547,310774,332753,True,Side collision,Rear bumper,5,True,True,False,False,True
45,81,5,397386,255281,264042,True,Rear-end collision,Windshield,5,True,True,False,False,False
31,25,7,727235,113727,130967,True,Fire,Front bumper,5,False,True,True,False,False
57,6,2,941880,332037,361673,True,Side collision,Rear bumper,2,False,False,False,False,False
50,40,8,905515,354119,383458,False,Hit and run,Windshield,6,True,True,False,False,True
59,11,4,780425,66340,94864,True,Theft,Rear bumper,6,False,True,False,True,True
59,112,10,535754,12356,41145,True,Rollover,Total loss,4,False,False,False,False,False
32,90,5,1112982,316830,346578,True,Hit and run,Rear bumper,4,True,True,False,False,False
36,105,0,766810,608489,613850,False,Rear-end collision,Windshield,6,True,True,False,False,True
59,81,3,896022,16741,32423,True,Hit and run,Windshield,4,False,True,False,False,True
63,27,3,1176896,496606,520582,False,Theft,Engine,1,True,False,False,True,True
22,105,8,1107038,632575,643001,True,Rollover,Side panel,0,False,True,False,False,False
43,82,12,579099,140693,158776,False,Side collision,Engine,3,False,False,False,False,False
47,59,7,991126,515171,539335,True,Rollover,Side panel,3,False,True,False,False,False
67,32,8,761150,359530,383299,True,Theft,Side panel,4,True,False,False,True,False
30,45,2,336965,247303,266544,False,Fire,Engine,2,False,True,True,False,False
47,27,6,1002198,90822,97176,True,Rollover,Front bumper,3,True,False,False,False,False
25,43,0,1000193,385608,393390,False,Side collision,Engine,6,True,True,False,False,True
45,115,11,431018,163669,184635,True,Rollover,Side panel,4,False,False,False,False,False
24,71,8,1080443,151567,160853,True,Fire,Rear bumper,3,False,False,True,False,False
60,4,3,1019881,467265,481640,False,Hit and run,Total loss,4,True,False,False,False,False
61,63,9,964607,205125,212296,False,Rollover,Windshield,3,True,True,False,False,False
40,97,4,798218,587991,598134,True,Rear-end collision,Total loss,5,False,True,False,False,True
23,106,2,836111,579728,594843,False,Hit and run,Windshield,1,True,False,False,False,False
52,52,7,843805,621104,629948,True,Hit and run,Front bumper,1,True,False,False,False,False
31,50,3,978433,598387,622121,False,Fire,Engine,2,True,False,True,False,False
55,19,6,746801,141295,162190,True,Rear-end collision,Rear bumper,4,True,False,False,False,False
69,94,10,1093980,339370,366469,True,Hit and run,Engine,4,False,False,False,False,False
46,103,4,1152018,81910,90788,True,Rear-end collision,Rear bumper,4,True,False,False,False,False
